,Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
6314,HHS Region 8,3 wk ahead,Bin,percent,4.3,4.4,9.99870016897803e-07
6315,HHS Region 8,3 wk ahead,Bin,percent,4.4,4.5,9.99870016897803e-07
6316,HHS Region 8,3 wk ahead,Bin,percent,4.5,4.6,9.99870016897803e-07
6317,HHS Region 8,3 wk ahead,Bin,percent,4.6,4.7,9.99870016897803e-07
6318,HHS Region 8,3 wk ahead,Bin,percent,4.7,4.8,9.99870016897803e-07
6319,HHS Region 8,3 wk ahead,Bin,percent,4.8,4.9,9.99870016897803e-07
6320,HHS Region 8,3 wk ahead,Bin,percent,4.9,5.0,9.99870016897803e-07
6321,HHS Region 8,3 wk ahead,Bin,percent,5.0,5.1,9.99870016897803e-07
6322,HHS Region 8,3 wk ahead,Bin,percent,5.1,5.2,9.99870016897803e-07
6323,HHS Region 8,3 wk ahead,Bin,percent,5.2,5.3,9.99870016897803e-07
6324,HHS Region 8,3 wk ahead,Bin,percent,5.3,5.4,9.99870016897803e-07
6325,HHS Region 8,3 wk ahead,Bin,percent,5.4,5.5,9.99870016897803e-07
6326,HHS Region 8,3 wk ahead,Bin,percent,5.5,5.6,9.99870016897803e-07
6327,HHS Region 8,3 wk ahead,Bin,percent,5.6,5.7,9.99870016897803e-07
6328,HHS Region 8,3 wk ahead,Bin,percent,5.7,5.8,9.99870016897803e-07
6329,HHS Region 8,3 wk ahead,Bin,percent,5.8,5.9,9.99870016897803e-07
6330,HHS Region 8,3 wk ahead,Bin,percent,5.9,6.0,9.99870016897803e-07
6331,HHS Region 8,3 wk ahead,Bin,percent,6.0,6.1,9.99870016897803e-07
6332,HHS Region 8,3 wk ahead,Bin,percent,6.1,6.2,9.99870016897803e-07
6333,HHS Region 8,3 wk ahead,Bin,percent,6.2,6.3,9.99870016897803e-07
6334,HHS Region 8,3 wk ahead,Bin,percent,6.3,6.4,9.99870016897803e-07
6335,HHS Region 8,3 wk ahead,Bin,percent,6.4,6.5,9.99870016897803e-07
6336,HHS Region 8,3 wk ahead,Bin,percent,6.5,6.6,9.99870016897803e-07
6337,HHS Region 8,3 wk ahead,Bin,percent,6.6,6.7,9.99870016897803e-07
6338,HHS Region 8,3 wk ahead,Bin,percent,6.7,6.8,9.99870016897803e-07
6339,HHS Region 8,3 wk ahead,Bin,percent,6.8,6.9,9.99870016897803e-07
6340,HHS Region 8,3 wk ahead,Bin,percent,6.9,7.0,9.99870016897803e-07
6341,HHS Region 8,3 wk ahead,Bin,percent,7.0,7.1,9.99870016897803e-07
6342,HHS Region 8,3 wk ahead,Bin,percent,7.1,7.2,9.99870016897803e-07
6343,HHS Region 8,3 wk ahead,Bin,percent,7.2,7.3,9.99870016897803e-07
6344,HHS Region 8,3 wk ahead,Bin,percent,7.3,7.4,9.99870016897803e-07
6345,HHS Region 8,3 wk ahead,Bin,percent,7.4,7.5,9.99870016897803e-07
6346,HHS Region 8,3 wk ahead,Bin,percent,7.5,7.6,9.99870016897803e-07
6347,HHS Region 8,3 wk ahead,Bin,percent,7.6,7.7,9.99870016897803e-07
6348,HHS Region 8,3 wk ahead,Bin,percent,7.7,7.8,9.99870016897803e-07
6349,HHS Region 8,3 wk ahead,Bin,percent,7.8,7.9,9.99870016897803e-07
6350,HHS Region 8,3 wk ahead,Bin,percent,7.9,8.0,9.99870016897803e-07
6351,HHS Region 8,3 wk ahead,Bin,percent,8.0,8.1,9.99870016897803e-07
6352,HHS Region 8,3 wk ahead,Bin,percent,8.1,8.2,9.99870016897803e-07
6353,HHS Region 8,3 wk ahead,Bin,percent,8.2,8.3,9.99870016897803e-07
6354,HHS Region 8,3 wk ahead,Bin,percent,8.3,8.4,9.99870016897803e-07
6355,HHS Region 8,3 wk ahead,Bin,percent,8.4,8.5,9.99870016897803e-07
6356,HHS Region 8,3 wk ahead,Bin,percent,8.5,8.6,9.99870016897803e-07
6357,HHS Region 8,3 wk ahead,Bin,percent,8.6,8.7,9.99870016897803e-07
6358,HHS Region 8,3 wk ahead,Bin,percent,8.7,8.8,9.99870016897803e-07
6359,HHS Region 8,3 wk ahead,Bin,percent,8.8,8.9,9.99870016897803e-07
6360,HHS Region 8,3 wk ahead,Bin,percent,8.9,9.0,9.99870016897803e-07
6361,HHS Region 8,3 wk ahead,Bin,percent,9.0,9.1,9.99870016897803e-07
6362,HHS Region 8,3 wk ahead,Bin,percent,9.1,9.2,9.99870016897803e-07
6363,HHS Region 8,3 wk ahead,Bin,percent,9.2,9.3,9.99870016897803e-07
6364,HHS Region 8,3 wk ahead,Bin,percent,9.3,9.4,9.99870016897803e-07
6365,HHS Region 8,3 wk ahead,Bin,percent,9.4,9.5,9.99870016897803e-07
6366,HHS Region 8,3 wk ahead,Bin,percent,9.5,9.6,9.99870016897803e-07
6367,HHS Region 8,3 wk ahead,Bin,percent,9.6,9.7,9.99870016897803e-07
6368,HHS Region 8,3 wk ahead,Bin,percent,9.7,9.8,9.99870016897803e-07
6369,HHS Region 8,3 wk ahead,Bin,percent,9.8,9.9,9.99870016897803e-07
6370,HHS Region 8,3 wk ahead,Bin,percent,9.9,10.0,9.99870016897803e-07
6371,HHS Region 8,3 wk ahead,Bin,percent,10.0,10.1,9.99870016897803e-07
6372,HHS Region 8,3 wk ahead,Bin,percent,10.1,10.2,9.99870016897803e-07
6373,HHS Region 8,3 wk ahead,Bin,percent,10.2,10.3,9.99870016897803e-07
6374,HHS Region 8,3 wk ahead,Bin,percent,10.3,10.4,9.99870016897803e-07
6375,HHS Region 8,3 wk ahead,Bin,percent,10.4,10.5,9.99870016897803e-07
6376,HHS Region 8,3 wk ahead,Bin,percent,10.5,10.6,9.99870016897803e-07
6377,HHS Region 8,3 wk ahead,Bin,percent,10.6,10.7,9.99870016897803e-07
6378,HHS Region 8,3 wk ahead,Bin,percent,10.7,10.8,9.99870016897803e-07
6379,HHS Region 8,3 wk ahead,Bin,percent,10.8,10.9,9.99870016897803e-07
6380,HHS Region 8,3 wk ahead,Bin,percent,10.9,11.0,9.99870016897803e-07
6381,HHS Region 8,3 wk ahead,Bin,percent,11.0,11.1,9.99870016897803e-07
6382,HHS Region 8,3 wk ahead,Bin,percent,11.1,11.2,9.99870016897803e-07
6383,HHS Region 8,3 wk ahead,Bin,percent,11.2,11.3,9.99870016897803e-07
6384,HHS Region 8,3 wk ahead,Bin,percent,11.3,11.4,9.99870016897803e-07
6385,HHS Region 8,3 wk ahead,Bin,percent,11.4,11.5,9.99870016897803e-07
6386,HHS Region 8,3 wk ahead,Bin,percent,11.5,11.6,9.99870016897803e-07
6387,HHS Region 8,3 wk ahead,Bin,percent,11.6,11.7,9.99870016897803e-07
6388,HHS Region 8,3 wk ahead,Bin,percent,11.7,11.8,9.99870016897803e-07
6389,HHS Region 8,3 wk ahead,Bin,percent,11.8,11.9,9.99870016897803e-07
6390,HHS Region 8,3 wk ahead,Bin,percent,11.9,12.0,9.99870016897803e-07
6391,HHS Region 8,3 wk ahead,Bin,percent,12.0,12.1,9.99870016897803e-07
6392,HHS Region 8,3 wk ahead,Bin,percent,12.1,12.2,9.99870016897803e-07
6393,HHS Region 8,3 wk ahead,Bin,percent,12.2,12.3,9.99870016897803e-07
6394,HHS Region 8,3 wk ahead,Bin,percent,12.3,12.4,9.99870016897803e-07
6395,HHS Region 8,3 wk ahead,Bin,percent,12.4,12.5,9.99870016897803e-07
6396,HHS Region 8,3 wk ahead,Bin,percent,12.5,12.6,9.99870016897803e-07
6397,HHS Region 8,3 wk ahead,Bin,percent,12.6,12.7,9.99870016897803e-07
6398,HHS Region 8,3 wk ahead,Bin,percent,12.7,12.8,9.99870016897803e-07
6399,HHS Region 8,3 wk ahead,Bin,percent,12.8,12.9,9.99870016897803e-07
6400,HHS Region 8,3 wk ahead,Bin,percent,12.9,13.0,9.99870016897803e-07
6401,HHS Region 8,3 wk ahead,Bin,percent,13.0,100,9.99870016897803e-07
6402,HHS Region 8,4 wk ahead,Point,percent,,,0.9034250863706352
6403,HHS Region 8,4 wk ahead,Bin,percent,0.0,0.1,9.99870016897803e-07
6404,HHS Region 8,4 wk ahead,Bin,percent,0.1,0.2,9.99870016897803e-07
6405,HHS Region 8,4 wk ahead,Bin,percent,0.2,0.3,9.99870016897803e-07
6406,HHS Region 8,4 wk ahead,Bin,percent,0.3,0.4,9.99870016897803e-07
6407,HHS Region 8,4 wk ahead,Bin,percent,0.4,0.5,9.99870016897803e-07
6408,HHS Region 8,4 wk ahead,Bin,percent,0.5,0.6,9.99870016897803e-07
6409,HHS Region 8,4 wk ahead,Bin,percent,0.6,0.7,9.99870016897803e-07
6410,HHS Region 8,4 wk ahead,Bin,percent,0.7,0.8,9.99870016897803e-07
6411,HHS Region 8,4 wk ahead,Bin,percent,0.8,0.9,0.001000868887044684
6412,HHS Region 8,4 wk ahead,Bin,percent,0.9,1.0,0.001000868887044684
6413,HHS Region 8,4 wk ahead,Bin,percent,1.0,1.1,0.016998773159489264
6414,HHS Region 8,4 wk ahead,Bin,percent,1.1,1.2,0.029997070380850487
6415,HHS Region 8,4 wk ahead,Bin,percent,1.2,1.3,0.05299405777248957
6416,HHS Region 8,4 wk ahead,Bin,percent,1.3,1.4,0.09398868747062882
6417,HHS Region 8,4 wk ahead,Bin,percent,1.4,1.5,0.13598318618579583
6418,HHS Region 8,4 wk ahead,Bin,percent,1.5,1.6,0.15698043554337932
6419,HHS Region 8,4 wk ahead,Bin,percent,1.6,1.7,0.13398344815174026
6420,HHS Region 8,4 wk ahead,Bin,percent,1.7,1.8,0.1229848889644346
6421,HHS Region 8,4 wk ahead,Bin,percent,1.8,1.9,0.08598973533440653
6422,HHS Region 8,4 wk ahead,Bin,percent,1.9,2.0,0.06299274794276744
6423,HHS Region 8,4 wk ahead,Bin,percent,2.0,2.1,0.04499510563626728
6424,HHS Region 8,4 wk ahead,Bin,percent,2.1,2.2,0.0219981182446282
6425,HHS Region 8,4 wk ahead,Bin,percent,2.2,2.3,0.013999166108405904
6426,HHS Region 8,4 wk ahead,Bin,percent,2.3,2.4,0.00999969004029476
6427,HHS Region 8,4 wk ahead,Bin,percent,2.4,2.5,0.005000344955155829
6428,HHS Region 8,4 wk ahead,Bin,percent,2.5,2.6,0.004000475938128043
6429,HHS Region 8,4 wk ahead,Bin,percent,2.6,2.7,0.003000606921100257
6430,HHS Region 8,4 wk ahead,Bin,percent,2.7,2.8,0.001000868887044684
6431,HHS Region 8,4 wk ahead,Bin,percent,2.8,2.9,9.99870016897803e-07
6432,HHS Region 8,4 wk ahead,Bin,percent,2.9,3.0,9.99870016897803e-07
6433,HHS Region 8,4 wk ahead,Bin,percent,3.0,3.1,9.99870016897803e-07
6434,HHS Region 8,4 wk ahead,Bin,percent,3.1,3.2,0.001000868887044684
6435,HHS Region 8,4 wk ahead,Bin,percent,3.2,3.3,9.99870016897803e-07
6436,HHS Region 8,4 wk ahead,Bin,percent,3.3,3.4,9.99870016897803e-07
6437,HHS Region 8,4 wk ahead,Bin,percent,3.4,3.5,9.99870016897803e-07
6438,HHS Region 8,4 wk ahead,Bin,percent,3.5,3.6,9.99870016897803e-07
6439,HHS Region 8,4 wk ahead,Bin,percent,3.6,3.7,9.99870016897803e-07
6440,HHS Region 8,4 wk ahead,Bin,percent,3.7,3.8,9.99870016897803e-07
6441,HHS Region 8,4 wk ahead,Bin,percent,3.8,3.9,9.99870016897803e-07
6442,HHS Region 8,4 wk ahead,Bin,percent,3.9,4.0,9.99870016897803e-07
6443,HHS Region 8,4 wk ahead,Bin,percent,4.0,4.1,9.99870016897803e-07
6444,HHS Region 8,4 wk ahead,Bin,percent,4.1,4.2,9.99870016897803e-07
6445,HHS Region 8,4 wk ahead,Bin,percent,4.2,4.3,9.99870016897803e-07
6446,HHS Region 8,4 wk ahead,Bin,percent,4.3,4.4,9.99870016897803e-07
6447,HHS Region 8,4 wk ahead,Bin,percent,4.4,4.5,9.99870016897803e-07
6448,HHS Region 8,4 wk ahead,Bin,percent,4.5,4.6,9.99870016897803e-07
6449,HHS Region 8,4 wk ahead,Bin,percent,4.6,4.7,9.99870016897803e-07
6450,HHS Region 8,4 wk ahead,Bin,percent,4.7,4.8,9.99870016897803e-07
6451,HHS Region 8,4 wk ahead,Bin,percent,4.8,4.9,9.99870016897803e-07
6452,HHS Region 8,4 wk ahead,Bin,percent,4.9,5.0,9.99870016897803e-07
6453,HHS Region 8,4 wk ahead,Bin,percent,5.0,5.1,9.99870016897803e-07
6454,HHS Region 8,4 wk ahead,Bin,percent,5.1,5.2,9.99870016897803e-07
6455,HHS Region 8,4 wk ahead,Bin,percent,5.2,5.3,9.99870016897803e-07
6456,HHS Region 8,4 wk ahead,Bin,percent,5.3,5.4,9.99870016897803e-07
6457,HHS Region 8,4 wk ahead,Bin,percent,5.4,5.5,9.99870016897803e-07
6458,HHS Region 8,4 wk ahead,Bin,percent,5.5,5.6,9.99870016897803e-07
6459,HHS Region 8,4 wk ahead,Bin,percent,5.6,5.7,9.99870016897803e-07
6460,HHS Region 8,4 wk ahead,Bin,percent,5.7,5.8,9.99870016897803e-07
6461,HHS Region 8,4 wk ahead,Bin,percent,5.8,5.9,9.99870016897803e-07
6462,HHS Region 8,4 wk ahead,Bin,percent,5.9,6.0,9.99870016897803e-07
6463,HHS Region 8,4 wk ahead,Bin,percent,6.0,6.1,9.99870016897803e-07
6464,HHS Region 8,4 wk ahead,Bin,percent,6.1,6.2,9.99870016897803e-07
6465,HHS Region 8,4 wk ahead,Bin,percent,6.2,6.3,9.99870016897803e-07
6466,HHS Region 8,4 wk ahead,Bin,percent,6.3,6.4,9.99870016897803e-07
6467,HHS Region 8,4 wk ahead,Bin,percent,6.4,6.5,9.99870016897803e-07
6468,HHS Region 8,4 wk ahead,Bin,percent,6.5,6.6,9.99870016897803e-07
6469,HHS Region 8,4 wk ahead,Bin,percent,6.6,6.7,9.99870016897803e-07
6470,HHS Region 8,4 wk ahead,Bin,percent,6.7,6.8,9.99870016897803e-07
6471,HHS Region 8,4 wk ahead,Bin,percent,6.8,6.9,9.99870016897803e-07
6472,HHS Region 8,4 wk ahead,Bin,percent,6.9,7.0,9.99870016897803e-07
6473,HHS Region 8,4 wk ahead,Bin,percent,7.0,7.1,9.99870016897803e-07
6474,HHS Region 8,4 wk ahead,Bin,percent,7.1,7.2,9.99870016897803e-07
6475,HHS Region 8,4 wk ahead,Bin,percent,7.2,7.3,9.99870016897803e-07
6476,HHS Region 8,4 wk ahead,Bin,percent,7.3,7.4,9.99870016897803e-07
6477,HHS Region 8,4 wk ahead,Bin,percent,7.4,7.5,9.99870016897803e-07
6478,HHS Region 8,4 wk ahead,Bin,percent,7.5,7.6,9.99870016897803e-07
6479,HHS Region 8,4 wk ahead,Bin,percent,7.6,7.7,9.99870016897803e-07
6480,HHS Region 8,4 wk ahead,Bin,percent,7.7,7.8,9.99870016897803e-07
6481,HHS Region 8,4 wk ahead,Bin,percent,7.8,7.9,9.99870016897803e-07
6482,HHS Region 8,4 wk ahead,Bin,percent,7.9,8.0,9.99870016897803e-07
6483,HHS Region 8,4 wk ahead,Bin,percent,8.0,8.1,9.99870016897803e-07
6484,HHS Region 8,4 wk ahead,Bin,percent,8.1,8.2,9.99870016897803e-07
6485,HHS Region 8,4 wk ahead,Bin,percent,8.2,8.3,9.99870016897803e-07
6486,HHS Region 8,4 wk ahead,Bin,percent,8.3,8.4,9.99870016897803e-07
6487,HHS Region 8,4 wk ahead,Bin,percent,8.4,8.5,9.99870016897803e-07
6488,HHS Region 8,4 wk ahead,Bin,percent,8.5,8.6,9.99870016897803e-07
6489,HHS Region 8,4 wk ahead,Bin,percent,8.6,8.7,9.99870016897803e-07
6490,HHS Region 8,4 wk ahead,Bin,percent,8.7,8.8,9.99870016897803e-07
6491,HHS Region 8,4 wk ahead,Bin,percent,8.8,8.9,9.99870016897803e-07
6492,HHS Region 8,4 wk ahead,Bin,percent,8.9,9.0,9.99870016897803e-07
6493,HHS Region 8,4 wk ahead,Bin,percent,9.0,9.1,9.99870016897803e-07
6494,HHS Region 8,4 wk ahead,Bin,percent,9.1,9.2,9.99870016897803e-07
6495,HHS Region 8,4 wk ahead,Bin,percent,9.2,9.3,9.99870016897803e-07
6496,HHS Region 8,4 wk ahead,Bin,percent,9.3,9.4,9.99870016897803e-07
6497,HHS Region 8,4 wk ahead,Bin,percent,9.4,9.5,9.99870016897803e-07
6498,HHS Region 8,4 wk ahead,Bin,percent,9.5,9.6,9.99870016897803e-07
6499,HHS Region 8,4 wk ahead,Bin,percent,9.6,9.7,9.99870016897803e-07
6500,HHS Region 8,4 wk ahead,Bin,percent,9.7,9.8,9.99870016897803e-07
6501,HHS Region 8,4 wk ahead,Bin,percent,9.8,9.9,9.99870016897803e-07
6502,HHS Region 8,4 wk ahead,Bin,percent,9.9,10.0,9.99870016897803e-07
6503,HHS Region 8,4 wk ahead,Bin,percent,10.0,10.1,9.99870016897803e-07
6504,HHS Region 8,4 wk ahead,Bin,percent,10.1,10.2,9.99870016897803e-07
6505,HHS Region 8,4 wk ahead,Bin,percent,10.2,10.3,9.99870016897803e-07
6506,HHS Region 8,4 wk ahead,Bin,percent,10.3,10.4,9.99870016897803e-07
6507,HHS Region 8,4 wk ahead,Bin,percent,10.4,10.5,9.99870016897803e-07
6508,HHS Region 8,4 wk ahead,Bin,percent,10.5,10.6,9.99870016897803e-07
6509,HHS Region 8,4 wk ahead,Bin,percent,10.6,10.7,9.99870016897803e-07
6510,HHS Region 8,4 wk ahead,Bin,percent,10.7,10.8,9.99870016897803e-07
6511,HHS Region 8,4 wk ahead,Bin,percent,10.8,10.9,9.99870016897803e-07
6512,HHS Region 8,4 wk ahead,Bin,percent,10.9,11.0,9.99870016897803e-07
6513,HHS Region 8,4 wk ahead,Bin,percent,11.0,11.1,9.99870016897803e-07
6514,HHS Region 8,4 wk ahead,Bin,percent,11.1,11.2,9.99870016897803e-07
6515,HHS Region 8,4 wk ahead,Bin,percent,11.2,11.3,9.99870016897803e-07
6516,HHS Region 8,4 wk ahead,Bin,percent,11.3,11.4,9.99870016897803e-07
6517,HHS Region 8,4 wk ahead,Bin,percent,11.4,11.5,9.99870016897803e-07
6518,HHS Region 8,4 wk ahead,Bin,percent,11.5,11.6,9.99870016897803e-07
6519,HHS Region 8,4 wk ahead,Bin,percent,11.6,11.7,9.99870016897803e-07
6520,HHS Region 8,4 wk ahead,Bin,percent,11.7,11.8,9.99870016897803e-07
6521,HHS Region 8,4 wk ahead,Bin,percent,11.8,11.9,9.99870016897803e-07
6522,HHS Region 8,4 wk ahead,Bin,percent,11.9,12.0,9.99870016897803e-07
6523,HHS Region 8,4 wk ahead,Bin,percent,12.0,12.1,9.99870016897803e-07
6524,HHS Region 8,4 wk ahead,Bin,percent,12.1,12.2,9.99870016897803e-07
6525,HHS Region 8,4 wk ahead,Bin,percent,12.2,12.3,9.99870016897803e-07
6526,HHS Region 8,4 wk ahead,Bin,percent,12.3,12.4,9.99870016897803e-07
6527,HHS Region 8,4 wk ahead,Bin,percent,12.4,12.5,9.99870016897803e-07
6528,HHS Region 8,4 wk ahead,Bin,percent,12.5,12.6,9.99870016897803e-07
6529,HHS Region 8,4 wk ahead,Bin,percent,12.6,12.7,9.99870016897803e-07
6530,HHS Region 8,4 wk ahead,Bin,percent,12.7,12.8,9.99870016897803e-07
6531,HHS Region 8,4 wk ahead,Bin,percent,12.8,12.9,9.99870016897803e-07
6532,HHS Region 8,4 wk ahead,Bin,percent,12.9,13.0,9.99870016897803e-07
6533,HHS Region 8,4 wk ahead,Bin,percent,13.0,100,9.99870016897803e-07
6534,HHS Region 9,Season onset,Bin,week,none,none,0.029411765
6535,HHS Region 9,Season onset,Bin,week,40,41,0.029411765
6536,HHS Region 9,Season onset,Bin,week,41,42,0.029411765
6537,HHS Region 9,Season onset,Bin,week,42,43,0.029411765
6538,HHS Region 9,Season onset,Bin,week,43,44,0.029411765
6539,HHS Region 9,Season onset,Bin,week,44,45,0.029411765
6540,HHS Region 9,Season onset,Bin,week,45,46,0.029411765
6541,HHS Region 9,Season onset,Bin,week,46,47,0.029411765
6542,HHS Region 9,Season onset,Bin,week,47,48,0.029411765
6543,HHS Region 9,Season onset,Bin,week,48,49,0.029411765
6544,HHS Region 9,Season onset,Bin,week,49,50,0.029411765
6545,HHS Region 9,Season onset,Bin,week,50,51,0.029411765
6546,HHS Region 9,Season onset,Bin,week,51,52,0.029411765
6547,HHS Region 9,Season onset,Bin,week,52,53,0.029411765
6548,HHS Region 9,Season onset,Bin,week,1,2,0.029411765
6549,HHS Region 9,Season onset,Bin,week,2,3,0.029411765
6550,HHS Region 9,Season onset,Bin,week,3,4,0.029411765
6551,HHS Region 9,Season onset,Bin,week,4,5,0.029411765
6552,HHS Region 9,Season onset,Bin,week,5,6,0.029411765
6553,HHS Region 9,Season onset,Bin,week,6,7,0.029411765
6554,HHS Region 9,Season onset,Bin,week,7,8,0.029411765
6555,HHS Region 9,Season onset,Bin,week,8,9,0.029411765
6556,HHS Region 9,Season onset,Bin,week,9,10,0.029411765
6557,HHS Region 9,Season onset,Bin,week,10,11,0.029411765
6558,HHS Region 9,Season onset,Bin,week,11,12,0.029411765
6559,HHS Region 9,Season onset,Bin,week,12,13,0.029411765
6560,HHS Region 9,Season onset,Bin,week,13,14,0.029411765
6561,HHS Region 9,Season onset,Bin,week,14,15,0.029411765
6562,HHS Region 9,Season onset,Bin,week,15,16,0.029411765
6563,HHS Region 9,Season onset,Bin,week,16,17,0.029411765
6564,HHS Region 9,Season onset,Bin,week,17,18,0.029411765
6565,HHS Region 9,Season onset,Bin,week,18,19,0.029411765
6566,HHS Region 9,Season onset,Bin,week,19,20,0.029411765
6567,HHS Region 9,Season onset,Bin,week,20,21,0.029411765
6568,HHS Region 9,Season peak week,Bin,week,40,41,0.03030303
6569,HHS Region 9,Season peak week,Bin,week,41,42,0.03030303
6570,HHS Region 9,Season peak week,Bin,week,42,43,0.03030303
6571,HHS Region 9,Season peak week,Bin,week,43,44,0.03030303
6572,HHS Region 9,Season peak week,Bin,week,44,45,0.03030303
6573,HHS Region 9,Season peak week,Bin,week,45,46,0.03030303
6574,HHS Region 9,Season peak week,Bin,week,46,47,0.03030303
6575,HHS Region 9,Season peak week,Bin,week,47,48,0.03030303
6576,HHS Region 9,Season peak week,Bin,week,48,49,0.03030303
6577,HHS Region 9,Season peak week,Bin,week,49,50,0.03030303
6578,HHS Region 9,Season peak week,Bin,week,50,51,0.03030303
6579,HHS Region 9,Season peak week,Bin,week,51,52,0.03030303
6580,HHS Region 9,Season peak week,Bin,week,52,53,0.03030303
6581,HHS Region 9,Season peak week,Bin,week,1,2,0.03030303
6582,HHS Region 9,Season peak week,Bin,week,2,3,0.03030303
6583,HHS Region 9,Season peak week,Bin,week,3,4,0.03030303
6584,HHS Region 9,Season peak week,Bin,week,4,5,0.03030303
6585,HHS Region 9,Season peak week,Bin,week,5,6,0.03030303
6586,HHS Region 9,Season peak week,Bin,week,6,7,0.03030303
6587,HHS Region 9,Season peak week,Bin,week,7,8,0.03030303
6588,HHS Region 9,Season peak week,Bin,week,8,9,0.03030303
6589,HHS Region 9,Season peak week,Bin,week,9,10,0.03030303
6590,HHS Region 9,Season peak week,Bin,week,10,11,0.03030303
6591,HHS Region 9,Season peak week,Bin,week,11,12,0.03030303
6592,HHS Region 9,Season peak week,Bin,week,12,13,0.03030303
6593,HHS Region 9,Season peak week,Bin,week,13,14,0.03030303
6594,HHS Region 9,Season peak week,Bin,week,14,15,0.03030303
6595,HHS Region 9,Season peak week,Bin,week,15,16,0.03030303
6596,HHS Region 9,Season peak week,Bin,week,16,17,0.03030303
6597,HHS Region 9,Season peak week,Bin,week,17,18,0.03030303
6598,HHS Region 9,Season peak week,Bin,week,18,19,0.03030303
6599,HHS Region 9,Season peak week,Bin,week,19,20,0.03030303
6600,HHS Region 9,Season peak week,Bin,week,20,21,0.03030303
6601,HHS Region 9,Season peak percentage,Bin,percent,0.0,0.1,0.007633588
6602,HHS Region 9,Season peak percentage,Bin,percent,0.1,0.2,0.007633588
6603,HHS Region 9,Season peak percentage,Bin,percent,0.2,0.3,0.007633588
6604,HHS Region 9,Season peak percentage,Bin,percent,0.3,0.4,0.007633588
6605,HHS Region 9,Season peak percentage,Bin,percent,0.4,0.5,0.007633588
6606,HHS Region 9,Season peak percentage,Bin,percent,0.5,0.6,0.007633588
6607,HHS Region 9,Season peak percentage,Bin,percent,0.6,0.7,0.007633588
6608,HHS Region 9,Season peak percentage,Bin,percent,0.7,0.8,0.007633588
6609,HHS Region 9,Season peak percentage,Bin,percent,0.8,0.9,0.007633588
6610,HHS Region 9,Season peak percentage,Bin,percent,0.9,1.0,0.007633588
6611,HHS Region 9,Season peak percentage,Bin,percent,1.0,1.1,0.007633588
6612,HHS Region 9,Season peak percentage,Bin,percent,1.1,1.2,0.007633588
6613,HHS Region 9,Season peak percentage,Bin,percent,1.2,1.3,0.007633588
6614,HHS Region 9,Season peak percentage,Bin,percent,1.3,1.4,0.007633588
6615,HHS Region 9,Season peak percentage,Bin,percent,1.4,1.5,0.007633588
6616,HHS Region 9,Season peak percentage,Bin,percent,1.5,1.6,0.007633588
6617,HHS Region 9,Season peak percentage,Bin,percent,1.6,1.7,0.007633588
6618,HHS Region 9,Season peak percentage,Bin,percent,1.7,1.8,0.007633588
6619,HHS Region 9,Season peak percentage,Bin,percent,1.8,1.9,0.007633588
6620,HHS Region 9,Season peak percentage,Bin,percent,1.9,2.0,0.007633588
6621,HHS Region 9,Season peak percentage,Bin,percent,2.0,2.1,0.007633588
6622,HHS Region 9,Season peak percentage,Bin,percent,2.1,2.2,0.007633588
6623,HHS Region 9,Season peak percentage,Bin,percent,2.2,2.3,0.007633588
6624,HHS Region 9,Season peak percentage,Bin,percent,2.3,2.4,0.007633588
6625,HHS Region 9,Season peak percentage,Bin,percent,2.4,2.5,0.007633588
6626,HHS Region 9,Season peak percentage,Bin,percent,2.5,2.6,0.007633588
6627,HHS Region 9,Season peak percentage,Bin,percent,2.6,2.7,0.007633588
6628,HHS Region 9,Season peak percentage,Bin,percent,2.7,2.8,0.007633588
6629,HHS Region 9,Season peak percentage,Bin,percent,2.8,2.9,0.007633588
6630,HHS Region 9,Season peak percentage,Bin,percent,2.9,3.0,0.007633588
6631,HHS Region 9,Season peak percentage,Bin,percent,3.0,3.1,0.007633588
6632,HHS Region 9,Season peak percentage,Bin,percent,3.1,3.2,0.007633588
6633,HHS Region 9,Season peak percentage,Bin,percent,3.2,3.3,0.007633588
6634,HHS Region 9,Season peak percentage,Bin,percent,3.3,3.4,0.007633588
6635,HHS Region 9,Season peak percentage,Bin,percent,3.4,3.5,0.007633588
6636,HHS Region 9,Season peak percentage,Bin,percent,3.5,3.6,0.007633588
6637,HHS Region 9,Season peak percentage,Bin,percent,3.6,3.7,0.007633588
6638,HHS Region 9,Season peak percentage,Bin,percent,3.7,3.8,0.007633588
6639,HHS Region 9,Season peak percentage,Bin,percent,3.8,3.9,0.007633588
6640,HHS Region 9,Season peak percentage,Bin,percent,3.9,4.0,0.007633588
6641,HHS Region 9,Season peak percentage,Bin,percent,4.0,4.1,0.007633588
6642,HHS Region 9,Season peak percentage,Bin,percent,4.1,4.2,0.007633588
6643,HHS Region 9,Season peak percentage,Bin,percent,4.2,4.3,0.007633588
6644,HHS Region 9,Season peak percentage,Bin,percent,4.3,4.4,0.007633588
6645,HHS Region 9,Season peak percentage,Bin,percent,4.4,4.5,0.007633588
6646,HHS Region 9,Season peak percentage,Bin,percent,4.5,4.6,0.007633588
6647,HHS Region 9,Season peak percentage,Bin,percent,4.6,4.7,0.007633588
6648,HHS Region 9,Season peak percentage,Bin,percent,4.7,4.8,0.007633588
