,Unnamed: 0,Unnamed: 0.1,Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
2301,2301,2301,HHS Region 3,Season peak percentage,Bin,percent,5.6,5.7,0.007633588
2302,2302,2302,HHS Region 3,Season peak percentage,Bin,percent,5.7,5.8,0.007633588
2303,2303,2303,HHS Region 3,Season peak percentage,Bin,percent,5.8,5.9,0.007633588
2304,2304,2304,HHS Region 3,Season peak percentage,Bin,percent,5.9,6.0,0.007633588
2305,2305,2305,HHS Region 3,Season peak percentage,Bin,percent,6.0,6.1,0.007633588
2306,2306,2306,HHS Region 3,Season peak percentage,Bin,percent,6.1,6.2,0.007633588
2307,2307,2307,HHS Region 3,Season peak percentage,Bin,percent,6.2,6.3,0.007633588
2308,2308,2308,HHS Region 3,Season peak percentage,Bin,percent,6.3,6.4,0.007633588
2309,2309,2309,HHS Region 3,Season peak percentage,Bin,percent,6.4,6.5,0.007633588
2310,2310,2310,HHS Region 3,Season peak percentage,Bin,percent,6.5,6.6,0.007633588
2311,2311,2311,HHS Region 3,Season peak percentage,Bin,percent,6.6,6.7,0.007633588
2312,2312,2312,HHS Region 3,Season peak percentage,Bin,percent,6.7,6.8,0.007633588
2313,2313,2313,HHS Region 3,Season peak percentage,Bin,percent,6.8,6.9,0.007633588
2314,2314,2314,HHS Region 3,Season peak percentage,Bin,percent,6.9,7.0,0.007633588
2315,2315,2315,HHS Region 3,Season peak percentage,Bin,percent,7.0,7.1,0.007633588
2316,2316,2316,HHS Region 3,Season peak percentage,Bin,percent,7.1,7.2,0.007633588
2317,2317,2317,HHS Region 3,Season peak percentage,Bin,percent,7.2,7.3,0.007633588
2318,2318,2318,HHS Region 3,Season peak percentage,Bin,percent,7.3,7.4,0.007633588
2319,2319,2319,HHS Region 3,Season peak percentage,Bin,percent,7.4,7.5,0.007633588
2320,2320,2320,HHS Region 3,Season peak percentage,Bin,percent,7.5,7.6,0.007633588
2321,2321,2321,HHS Region 3,Season peak percentage,Bin,percent,7.6,7.7,0.007633588
2322,2322,2322,HHS Region 3,Season peak percentage,Bin,percent,7.7,7.8,0.007633588
2323,2323,2323,HHS Region 3,Season peak percentage,Bin,percent,7.8,7.9,0.007633588
2324,2324,2324,HHS Region 3,Season peak percentage,Bin,percent,7.9,8.0,0.007633588
2325,2325,2325,HHS Region 3,Season peak percentage,Bin,percent,8.0,8.1,0.007633588
2326,2326,2326,HHS Region 3,Season peak percentage,Bin,percent,8.1,8.2,0.007633588
2327,2327,2327,HHS Region 3,Season peak percentage,Bin,percent,8.2,8.3,0.007633588
2328,2328,2328,HHS Region 3,Season peak percentage,Bin,percent,8.3,8.4,0.007633588
2329,2329,2329,HHS Region 3,Season peak percentage,Bin,percent,8.4,8.5,0.007633588
2330,2330,2330,HHS Region 3,Season peak percentage,Bin,percent,8.5,8.6,0.007633588
2331,2331,2331,HHS Region 3,Season peak percentage,Bin,percent,8.6,8.7,0.007633588
2332,2332,2332,HHS Region 3,Season peak percentage,Bin,percent,8.7,8.8,0.007633588
2333,2333,2333,HHS Region 3,Season peak percentage,Bin,percent,8.8,8.9,0.007633588
2334,2334,2334,HHS Region 3,Season peak percentage,Bin,percent,8.9,9.0,0.007633588
2335,2335,2335,HHS Region 3,Season peak percentage,Bin,percent,9.0,9.1,0.007633588
2336,2336,2336,HHS Region 3,Season peak percentage,Bin,percent,9.1,9.2,0.007633588
2337,2337,2337,HHS Region 3,Season peak percentage,Bin,percent,9.2,9.3,0.007633588
2338,2338,2338,HHS Region 3,Season peak percentage,Bin,percent,9.3,9.4,0.007633588
2339,2339,2339,HHS Region 3,Season peak percentage,Bin,percent,9.4,9.5,0.007633588
2340,2340,2340,HHS Region 3,Season peak percentage,Bin,percent,9.5,9.6,0.007633588
2341,2341,2341,HHS Region 3,Season peak percentage,Bin,percent,9.6,9.7,0.007633588
2342,2342,2342,HHS Region 3,Season peak percentage,Bin,percent,9.7,9.8,0.007633588
2343,2343,2343,HHS Region 3,Season peak percentage,Bin,percent,9.8,9.9,0.007633588
2344,2344,2344,HHS Region 3,Season peak percentage,Bin,percent,9.9,10.0,0.007633588
2345,2345,2345,HHS Region 3,Season peak percentage,Bin,percent,10.0,10.1,0.007633588
2346,2346,2346,HHS Region 3,Season peak percentage,Bin,percent,10.1,10.2,0.007633588
2347,2347,2347,HHS Region 3,Season peak percentage,Bin,percent,10.2,10.3,0.007633588
2348,2348,2348,HHS Region 3,Season peak percentage,Bin,percent,10.3,10.4,0.007633588
2349,2349,2349,HHS Region 3,Season peak percentage,Bin,percent,10.4,10.5,0.007633588
2350,2350,2350,HHS Region 3,Season peak percentage,Bin,percent,10.5,10.6,0.007633588
2351,2351,2351,HHS Region 3,Season peak percentage,Bin,percent,10.6,10.7,0.007633588
2352,2352,2352,HHS Region 3,Season peak percentage,Bin,percent,10.7,10.8,0.007633588
2353,2353,2353,HHS Region 3,Season peak percentage,Bin,percent,10.8,10.9,0.007633588
2354,2354,2354,HHS Region 3,Season peak percentage,Bin,percent,10.9,11.0,0.007633588
2355,2355,2355,HHS Region 3,Season peak percentage,Bin,percent,11.0,11.1,0.007633588
2356,2356,2356,HHS Region 3,Season peak percentage,Bin,percent,11.1,11.2,0.007633588
2357,2357,2357,HHS Region 3,Season peak percentage,Bin,percent,11.2,11.3,0.007633588
2358,2358,2358,HHS Region 3,Season peak percentage,Bin,percent,11.3,11.4,0.007633588
2359,2359,2359,HHS Region 3,Season peak percentage,Bin,percent,11.4,11.5,0.007633588
2360,2360,2360,HHS Region 3,Season peak percentage,Bin,percent,11.5,11.6,0.007633588
2361,2361,2361,HHS Region 3,Season peak percentage,Bin,percent,11.6,11.7,0.007633588
2362,2362,2362,HHS Region 3,Season peak percentage,Bin,percent,11.7,11.8,0.007633588
2363,2363,2363,HHS Region 3,Season peak percentage,Bin,percent,11.8,11.9,0.007633588
2364,2364,2364,HHS Region 3,Season peak percentage,Bin,percent,11.9,12.0,0.007633588
2365,2365,2365,HHS Region 3,Season peak percentage,Bin,percent,12.0,12.1,0.007633588
2366,2366,2366,HHS Region 3,Season peak percentage,Bin,percent,12.1,12.2,0.007633588
2367,2367,2367,HHS Region 3,Season peak percentage,Bin,percent,12.2,12.3,0.007633588
2368,2368,2368,HHS Region 3,Season peak percentage,Bin,percent,12.3,12.4,0.007633588
2369,2369,2369,HHS Region 3,Season peak percentage,Bin,percent,12.4,12.5,0.007633588
2370,2370,2370,HHS Region 3,Season peak percentage,Bin,percent,12.5,12.6,0.007633588
2371,2371,2371,HHS Region 3,Season peak percentage,Bin,percent,12.6,12.7,0.007633588
2372,2372,2372,HHS Region 3,Season peak percentage,Bin,percent,12.7,12.8,0.007633588
2373,2373,2373,HHS Region 3,Season peak percentage,Bin,percent,12.8,12.9,0.007633588
2374,2374,2374,HHS Region 3,Season peak percentage,Bin,percent,12.9,13.0,0.007633588
2375,2375,2375,HHS Region 3,Season peak percentage,Bin,percent,13.0,100.0,0.007633588
2376,2376,2376,HHS Region 3,1 wk ahead,Point,percent,,,6.000022824844549
2377,2377,2377,HHS Region 3,1 wk ahead,Bin,percent,0.0,0.1,1.9996090678489657e-06
2378,2378,2378,HHS Region 3,1 wk ahead,Bin,percent,0.1,0.2,1.9996090678489657e-06
2379,2379,2379,HHS Region 3,1 wk ahead,Bin,percent,0.2,0.3,1.9996090678489657e-06
2380,2380,2380,HHS Region 3,1 wk ahead,Bin,percent,0.3,0.4,1.9996090678489657e-06
2381,2381,2381,HHS Region 3,1 wk ahead,Bin,percent,0.4,0.5,1.9996090678489657e-06
2382,2382,2382,HHS Region 3,1 wk ahead,Bin,percent,0.5,0.6,1.9996090678489657e-06
2383,2383,2383,HHS Region 3,1 wk ahead,Bin,percent,0.6,0.7,1.9996090678489657e-06
2384,2384,2384,HHS Region 3,1 wk ahead,Bin,percent,0.7,0.8,1.9996090678489657e-06
2385,2385,2385,HHS Region 3,1 wk ahead,Bin,percent,0.8,0.9,1.9996090678489657e-06
2386,2386,2386,HHS Region 3,1 wk ahead,Bin,percent,0.9,1.0,1.9996090678489657e-06
2387,2387,2387,HHS Region 3,1 wk ahead,Bin,percent,1.0,1.1,1.9996090678489657e-06
2388,2388,2388,HHS Region 3,1 wk ahead,Bin,percent,1.1,1.2,1.9996090678489657e-06
2389,2389,2389,HHS Region 3,1 wk ahead,Bin,percent,1.2,1.3,1.9996090678489657e-06
2390,2390,2390,HHS Region 3,1 wk ahead,Bin,percent,1.3,1.4,1.9996090678489657e-06
2391,2391,2391,HHS Region 3,1 wk ahead,Bin,percent,1.4,1.5,1.9996090678489657e-06
2392,2392,2392,HHS Region 3,1 wk ahead,Bin,percent,1.5,1.6,1.9996090678489657e-06
2393,2393,2393,HHS Region 3,1 wk ahead,Bin,percent,1.6,1.7,1.9996090678489657e-06
2394,2394,2394,HHS Region 3,1 wk ahead,Bin,percent,1.7,1.8,1.9996090678489657e-06
2395,2395,2395,HHS Region 3,1 wk ahead,Bin,percent,1.8,1.9,1.9996090678489657e-06
2396,2396,2396,HHS Region 3,1 wk ahead,Bin,percent,1.9,2.0,1.9996090678489657e-06
2397,2397,2397,HHS Region 3,1 wk ahead,Bin,percent,2.0,2.1,1.9996090678489657e-06
2398,2398,2398,HHS Region 3,1 wk ahead,Bin,percent,2.1,2.2,0.005000689865128409
2399,2399,2399,HHS Region 3,1 wk ahead,Bin,percent,2.2,2.3,0.006000427916340522
2400,2400,2400,HHS Region 3,1 wk ahead,Bin,percent,2.3,2.4,0.023995712838158535
2401,2401,2401,HHS Region 3,1 wk ahead,Bin,percent,2.4,2.5,0.020996498684522198
2402,2402,2402,HHS Region 3,1 wk ahead,Bin,percent,2.5,2.6,0.036992307503915994
2403,2403,2403,HHS Region 3,1 wk ahead,Bin,percent,2.6,2.7,0.06198575878421879
2404,2404,2404,HHS Region 3,1 wk ahead,Bin,percent,2.7,2.8,0.072982877347552
2405,2405,2405,HHS Region 3,1 wk ahead,Bin,percent,2.8,2.9,0.10597423303755168
2406,2406,2406,HHS Region 3,1 wk ahead,Bin,percent,2.9,3.0,0.09597685252543058
2407,2407,2407,HHS Region 3,1 wk ahead,Bin,percent,3.0,3.1,0.1329671604202787
2408,2408,2408,HHS Region 3,1 wk ahead,Bin,percent,3.1,3.2,0.10297501888391537
2409,2409,2409,HHS Region 3,1 wk ahead,Bin,percent,3.2,3.3,0.0789813056548247
2410,2410,2410,HHS Region 3,1 wk ahead,Bin,percent,3.3,3.4,0.0709834012451278
2411,2411,2411,HHS Region 3,1 wk ahead,Bin,percent,3.4,3.5,0.049988902169673444
2412,2412,2412,HHS Region 3,1 wk ahead,Bin,percent,3.5,3.6,0.04698968801603712
2413,2413,2413,HHS Region 3,1 wk ahead,Bin,percent,3.6,3.7,0.022995974786946427
2414,2414,2414,HHS Region 3,1 wk ahead,Bin,percent,3.7,3.8,0.012998594274825302
2415,2415,2415,HHS Region 3,1 wk ahead,Bin,percent,3.8,3.9,0.009999380121188966
2416,2416,2416,HHS Region 3,1 wk ahead,Bin,percent,3.9,4.0,0.005000689865128409
2417,2417,2417,HHS Region 3,1 wk ahead,Bin,percent,4.0,4.1,0.007999904018764744
2418,2418,2418,HHS Region 3,1 wk ahead,Bin,percent,4.1,4.2,0.006000427916340522
2419,2419,2419,HHS Region 3,1 wk ahead,Bin,percent,4.2,4.3,0.006000427916340522
2420,2420,2420,HHS Region 3,1 wk ahead,Bin,percent,4.3,4.4,0.003001213762704185
2421,2421,2421,HHS Region 3,1 wk ahead,Bin,percent,4.4,4.5,0.006000427916340522
2422,2422,2422,HHS Region 3,1 wk ahead,Bin,percent,4.5,4.6,0.0020014757114920735
2423,2423,2423,HHS Region 3,1 wk ahead,Bin,percent,4.6,4.7,0.0010017376602799606
2424,2424,2424,HHS Region 3,1 wk ahead,Bin,percent,4.7,4.8,0.0010017376602799606
2425,2425,2425,HHS Region 3,1 wk ahead,Bin,percent,4.8,4.9,0.003001213762704185
2426,2426,2426,HHS Region 3,1 wk ahead,Bin,percent,4.9,5.0,1.9996090678489657e-06
2427,2427,2427,HHS Region 3,1 wk ahead,Bin,percent,5.0,5.1,1.9996090678489657e-06
2428,2428,2428,HHS Region 3,1 wk ahead,Bin,percent,5.1,5.2,1.9996090678489657e-06
2429,2429,2429,HHS Region 3,1 wk ahead,Bin,percent,5.2,5.3,1.9996090678489657e-06
2430,2430,2430,HHS Region 3,1 wk ahead,Bin,percent,5.3,5.4,1.9996090678489657e-06
2431,2431,2431,HHS Region 3,1 wk ahead,Bin,percent,5.4,5.5,1.9996090678489657e-06
2432,2432,2432,HHS Region 3,1 wk ahead,Bin,percent,5.5,5.6,1.9996090678489657e-06
2433,2433,2433,HHS Region 3,1 wk ahead,Bin,percent,5.6,5.7,1.9996090678489657e-06
2434,2434,2434,HHS Region 3,1 wk ahead,Bin,percent,5.7,5.8,1.9996090678489657e-06
2435,2435,2435,HHS Region 3,1 wk ahead,Bin,percent,5.8,5.9,1.9996090678489657e-06
2436,2436,2436,HHS Region 3,1 wk ahead,Bin,percent,5.9,6.0,1.9996090678489657e-06
2437,2437,2437,HHS Region 3,1 wk ahead,Bin,percent,6.0,6.1,1.9996090678489657e-06
2438,2438,2438,HHS Region 3,1 wk ahead,Bin,percent,6.1,6.2,1.9996090678489657e-06
2439,2439,2439,HHS Region 3,1 wk ahead,Bin,percent,6.2,6.3,1.9996090678489657e-06
2440,2440,2440,HHS Region 3,1 wk ahead,Bin,percent,6.3,6.4,1.9996090678489657e-06
2441,2441,2441,HHS Region 3,1 wk ahead,Bin,percent,6.4,6.5,1.9996090678489657e-06
2442,2442,2442,HHS Region 3,1 wk ahead,Bin,percent,6.5,6.6,1.9996090678489657e-06
2443,2443,2443,HHS Region 3,1 wk ahead,Bin,percent,6.6,6.7,1.9996090678489657e-06
2444,2444,2444,HHS Region 3,1 wk ahead,Bin,percent,6.7,6.8,1.9996090678489657e-06
2445,2445,2445,HHS Region 3,1 wk ahead,Bin,percent,6.8,6.9,1.9996090678489657e-06
2446,2446,2446,HHS Region 3,1 wk ahead,Bin,percent,6.9,7.0,1.9996090678489657e-06
2447,2447,2447,HHS Region 3,1 wk ahead,Bin,percent,7.0,7.1,1.9996090678489657e-06
2448,2448,2448,HHS Region 3,1 wk ahead,Bin,percent,7.1,7.2,1.9996090678489657e-06
2449,2449,2449,HHS Region 3,1 wk ahead,Bin,percent,7.2,7.3,1.9996090678489657e-06
2450,2450,2450,HHS Region 3,1 wk ahead,Bin,percent,7.3,7.4,1.9996090678489657e-06
2451,2451,2451,HHS Region 3,1 wk ahead,Bin,percent,7.4,7.5,1.9996090678489657e-06
2452,2452,2452,HHS Region 3,1 wk ahead,Bin,percent,7.5,7.6,1.9996090678489657e-06
2453,2453,2453,HHS Region 3,1 wk ahead,Bin,percent,7.6,7.7,1.9996090678489657e-06
2454,2454,2454,HHS Region 3,1 wk ahead,Bin,percent,7.7,7.8,1.9996090678489657e-06
2455,2455,2455,HHS Region 3,1 wk ahead,Bin,percent,7.8,7.9,1.9996090678489657e-06
2456,2456,2456,HHS Region 3,1 wk ahead,Bin,percent,7.9,8.0,1.9996090678489657e-06
2457,2457,2457,HHS Region 3,1 wk ahead,Bin,percent,8.0,8.1,1.9996090678489657e-06
2458,2458,2458,HHS Region 3,1 wk ahead,Bin,percent,8.1,8.2,1.9996090678489657e-06
2459,2459,2459,HHS Region 3,1 wk ahead,Bin,percent,8.2,8.3,1.9996090678489657e-06
2460,2460,2460,HHS Region 3,1 wk ahead,Bin,percent,8.3,8.4,1.9996090678489657e-06
2461,2461,2461,HHS Region 3,1 wk ahead,Bin,percent,8.4,8.5,1.9996090678489657e-06
2462,2462,2462,HHS Region 3,1 wk ahead,Bin,percent,8.5,8.6,1.9996090678489657e-06
2463,2463,2463,HHS Region 3,1 wk ahead,Bin,percent,8.6,8.7,1.9996090678489657e-06
2464,2464,2464,HHS Region 3,1 wk ahead,Bin,percent,8.7,8.8,1.9996090678489657e-06
2465,2465,2465,HHS Region 3,1 wk ahead,Bin,percent,8.8,8.9,1.9996090678489657e-06
2466,2466,2466,HHS Region 3,1 wk ahead,Bin,percent,8.9,9.0,1.9996090678489657e-06
2467,2467,2467,HHS Region 3,1 wk ahead,Bin,percent,9.0,9.1,1.9996090678489657e-06
2468,2468,2468,HHS Region 3,1 wk ahead,Bin,percent,9.1,9.2,1.9996090678489657e-06
2469,2469,2469,HHS Region 3,1 wk ahead,Bin,percent,9.2,9.3,1.9996090678489657e-06
2470,2470,2470,HHS Region 3,1 wk ahead,Bin,percent,9.3,9.4,1.9996090678489657e-06
2471,2471,2471,HHS Region 3,1 wk ahead,Bin,percent,9.4,9.5,1.9996090678489657e-06
2472,2472,2472,HHS Region 3,1 wk ahead,Bin,percent,9.5,9.6,1.9996090678489657e-06
2473,2473,2473,HHS Region 3,1 wk ahead,Bin,percent,9.6,9.7,1.9996090678489657e-06
2474,2474,2474,HHS Region 3,1 wk ahead,Bin,percent,9.7,9.8,1.9996090678489657e-06
2475,2475,2475,HHS Region 3,1 wk ahead,Bin,percent,9.8,9.9,1.9996090678489657e-06
2476,2476,2476,HHS Region 3,1 wk ahead,Bin,percent,9.9,10.0,1.9996090678489657e-06
2477,2477,2477,HHS Region 3,1 wk ahead,Bin,percent,10.0,10.1,1.9996090678489657e-06
2478,2478,2478,HHS Region 3,1 wk ahead,Bin,percent,10.1,10.2,1.9996090678489657e-06
2479,2479,2479,HHS Region 3,1 wk ahead,Bin,percent,10.2,10.3,1.9996090678489657e-06
2480,2480,2480,HHS Region 3,1 wk ahead,Bin,percent,10.3,10.4,1.9996090678489657e-06
2481,2481,2481,HHS Region 3,1 wk ahead,Bin,percent,10.4,10.5,1.9996090678489657e-06
2482,2482,2482,HHS Region 3,1 wk ahead,Bin,percent,10.5,10.6,1.9996090678489657e-06
2483,2483,2483,HHS Region 3,1 wk ahead,Bin,percent,10.6,10.7,1.9996090678489657e-06
2484,2484,2484,HHS Region 3,1 wk ahead,Bin,percent,10.7,10.8,1.9996090678489657e-06
2485,2485,2485,HHS Region 3,1 wk ahead,Bin,percent,10.8,10.9,1.9996090678489657e-06
2486,2486,2486,HHS Region 3,1 wk ahead,Bin,percent,10.9,11.0,1.9996090678489657e-06
2487,2487,2487,HHS Region 3,1 wk ahead,Bin,percent,11.0,11.1,1.9996090678489657e-06
2488,2488,2488,HHS Region 3,1 wk ahead,Bin,percent,11.1,11.2,1.9996090678489657e-06
2489,2489,2489,HHS Region 3,1 wk ahead,Bin,percent,11.2,11.3,1.9996090678489657e-06
2490,2490,2490,HHS Region 3,1 wk ahead,Bin,percent,11.3,11.4,1.9996090678489657e-06
2491,2491,2491,HHS Region 3,1 wk ahead,Bin,percent,11.4,11.5,1.9996090678489657e-06
2492,2492,2492,HHS Region 3,1 wk ahead,Bin,percent,11.5,11.6,1.9996090678489657e-06
2493,2493,2493,HHS Region 3,1 wk ahead,Bin,percent,11.6,11.7,1.9996090678489657e-06
2494,2494,2494,HHS Region 3,1 wk ahead,Bin,percent,11.7,11.8,1.9996090678489657e-06
2495,2495,2495,HHS Region 3,1 wk ahead,Bin,percent,11.8,11.9,1.9996090678489657e-06
2496,2496,2496,HHS Region 3,1 wk ahead,Bin,percent,11.9,12.0,1.9996090678489657e-06
2497,2497,2497,HHS Region 3,1 wk ahead,Bin,percent,12.0,12.1,1.9996090678489657e-06
2498,2498,2498,HHS Region 3,1 wk ahead,Bin,percent,12.1,12.2,1.9996090678489657e-06
2499,2499,2499,HHS Region 3,1 wk ahead,Bin,percent,12.2,12.3,1.9996090678489657e-06
2500,2500,2500,HHS Region 3,1 wk ahead,Bin,percent,12.3,12.4,1.9996090678489657e-06
2501,2501,2501,HHS Region 3,1 wk ahead,Bin,percent,12.4,12.5,1.9996090678489657e-06
2502,2502,2502,HHS Region 3,1 wk ahead,Bin,percent,12.5,12.6,1.9996090678489657e-06
2503,2503,2503,HHS Region 3,1 wk ahead,Bin,percent,12.6,12.7,1.9996090678489657e-06
2504,2504,2504,HHS Region 3,1 wk ahead,Bin,percent,12.7,12.8,1.9996090678489657e-06
2505,2505,2505,HHS Region 3,1 wk ahead,Bin,percent,12.8,12.9,1.9996090678489657e-06
2506,2506,2506,HHS Region 3,1 wk ahead,Bin,percent,12.9,13.0,1.9996090678489657e-06
2507,2507,2507,HHS Region 3,1 wk ahead,Bin,percent,13.0,100,1.9996090678489657e-06
2508,2508,2508,HHS Region 3,2 wk ahead,Point,percent,,,4.998277901238701
2509,2509,2509,HHS Region 3,2 wk ahead,Bin,percent,0.0,0.1,1.9996090678489657e-06
2510,2510,2510,HHS Region 3,2 wk ahead,Bin,percent,0.1,0.2,1.9996090678489657e-06
2511,2511,2511,HHS Region 3,2 wk ahead,Bin,percent,0.2,0.3,1.9996090678489657e-06
2512,2512,2512,HHS Region 3,2 wk ahead,Bin,percent,0.3,0.4,1.9996090678489657e-06
2513,2513,2513,HHS Region 3,2 wk ahead,Bin,percent,0.4,0.5,1.9996090678489657e-06
2514,2514,2514,HHS Region 3,2 wk ahead,Bin,percent,0.5,0.6,1.9996090678489657e-06
2515,2515,2515,HHS Region 3,2 wk ahead,Bin,percent,0.6,0.7,1.9996090678489657e-06
2516,2516,2516,HHS Region 3,2 wk ahead,Bin,percent,0.7,0.8,1.9996090678489657e-06
2517,2517,2517,HHS Region 3,2 wk ahead,Bin,percent,0.8,0.9,1.9996090678489657e-06
2518,2518,2518,HHS Region 3,2 wk ahead,Bin,percent,0.9,1.0,1.9996090678489657e-06
2519,2519,2519,HHS Region 3,2 wk ahead,Bin,percent,1.0,1.1,1.9996090678489657e-06
2520,2520,2520,HHS Region 3,2 wk ahead,Bin,percent,1.1,1.2,1.9996090678489657e-06
2521,2521,2521,HHS Region 3,2 wk ahead,Bin,percent,1.2,1.3,1.9996090678489657e-06
2522,2522,2522,HHS Region 3,2 wk ahead,Bin,percent,1.3,1.4,1.9996090678489657e-06
2523,2523,2523,HHS Region 3,2 wk ahead,Bin,percent,1.4,1.5,1.9996090678489657e-06
2524,2524,2524,HHS Region 3,2 wk ahead,Bin,percent,1.5,1.6,1.9996090678489657e-06
2525,2525,2525,HHS Region 3,2 wk ahead,Bin,percent,1.6,1.7,1.9996090678489657e-06
2526,2526,2526,HHS Region 3,2 wk ahead,Bin,percent,1.7,1.8,0.0010017376602799606
2527,2527,2527,HHS Region 3,2 wk ahead,Bin,percent,1.8,1.9,0.004000951813916296
2528,2528,2528,HHS Region 3,2 wk ahead,Bin,percent,1.9,2.0,0.004000951813916296
2529,2529,2529,HHS Region 3,2 wk ahead,Bin,percent,2.0,2.1,0.014998070377249526
2530,2530,2530,HHS Region 3,2 wk ahead,Bin,percent,2.1,2.2,0.019996760633310087
2531,2531,2531,HHS Region 3,2 wk ahead,Bin,percent,2.2,2.3,0.027994665043006985
2532,2532,2532,HHS Region 3,2 wk ahead,Bin,percent,2.3,2.4,0.04898916411846134
2533,2533,2533,HHS Region 3,2 wk ahead,Bin,percent,2.4,2.5,0.07798156760361256
2534,2534,2534,HHS Region 3,2 wk ahead,Bin,percent,2.5,2.6,0.08797894811573367
2535,2535,2535,HHS Region 3,2 wk ahead,Bin,percent,2.6,2.7,0.07698182955240045
2536,2536,2536,HHS Region 3,2 wk ahead,Bin,percent,2.7,2.8,0.12197004185694553
2537,2537,2537,HHS Region 3,2 wk ahead,Bin,percent,2.8,2.9,0.10097554278149115
2538,2538,2538,HHS Region 3,2 wk ahead,Bin,percent,2.9,3.0,0.08098078175724889
2539,2539,2539,HHS Region 3,2 wk ahead,Bin,percent,3.0,3.1,0.08797894811573367
2540,2540,2540,HHS Region 3,2 wk ahead,Bin,percent,3.1,3.2,0.04299073581118866
2541,2541,2541,HHS Region 3,2 wk ahead,Bin,percent,3.2,3.3,0.05098864022088557
2542,2542,2542,HHS Region 3,2 wk ahead,Bin,percent,3.3,3.4,0.036992307503915994
2543,2543,2543,HHS Region 3,2 wk ahead,Bin,percent,3.4,3.5,0.019996760633310087
2544,2544,2544,HHS Region 3,2 wk ahead,Bin,percent,3.5,3.6,0.027994665043006985
2545,2545,2545,HHS Region 3,2 wk ahead,Bin,percent,3.6,3.7,0.010999118172401075
2546,2546,2546,HHS Region 3,2 wk ahead,Bin,percent,3.7,3.8,0.01699754647967375
2547,2547,2547,HHS Region 3,2 wk ahead,Bin,percent,3.8,3.9,0.008999642069976855
2548,2548,2548,HHS Region 3,2 wk ahead,Bin,percent,3.9,4.0,0.013998332326037413
2549,2549,2549,HHS Region 3,2 wk ahead,Bin,percent,4.0,4.1,0.005000689865128408
2550,2550,2550,HHS Region 3,2 wk ahead,Bin,percent,4.1,4.2,0.0010017376602799606
2551,2551,2551,HHS Region 3,2 wk ahead,Bin,percent,4.2,4.3,0.0030012137627041854
2552,2552,2552,HHS Region 3,2 wk ahead,Bin,percent,4.3,4.4,0.0010017376602799606
2553,2553,2553,HHS Region 3,2 wk ahead,Bin,percent,4.4,4.5,1.9996090678489657e-06
2554,2554,2554,HHS Region 3,2 wk ahead,Bin,percent,4.5,4.6,0.0010017376602799606
2555,2555,2555,HHS Region 3,2 wk ahead,Bin,percent,4.6,4.7,0.0010017376602799606
2556,2556,2556,HHS Region 3,2 wk ahead,Bin,percent,4.7,4.8,1.9996090678489657e-06
2557,2557,2557,HHS Region 3,2 wk ahead,Bin,percent,4.8,4.9,0.0010017376602799606
2558,2558,2558,HHS Region 3,2 wk ahead,Bin,percent,4.9,5.0,1.9996090678489657e-06
2559,2559,2559,HHS Region 3,2 wk ahead,Bin,percent,5.0,5.1,1.9996090678489657e-06
2560,2560,2560,HHS Region 3,2 wk ahead,Bin,percent,5.1,5.2,1.9996090678489657e-06
2561,2561,2561,HHS Region 3,2 wk ahead,Bin,percent,5.2,5.3,0.0010017376602799606
2562,2562,2562,HHS Region 3,2 wk ahead,Bin,percent,5.3,5.4,1.9996090678489657e-06
2563,2563,2563,HHS Region 3,2 wk ahead,Bin,percent,5.4,5.5,1.9996090678489657e-06
2564,2564,2564,HHS Region 3,2 wk ahead,Bin,percent,5.5,5.6,1.9996090678489657e-06
2565,2565,2565,HHS Region 3,2 wk ahead,Bin,percent,5.6,5.7,1.9996090678489657e-06
2566,2566,2566,HHS Region 3,2 wk ahead,Bin,percent,5.7,5.8,1.9996090678489657e-06
2567,2567,2567,HHS Region 3,2 wk ahead,Bin,percent,5.8,5.9,1.9996090678489657e-06
2568,2568,2568,HHS Region 3,2 wk ahead,Bin,percent,5.9,6.0,1.9996090678489657e-06
2569,2569,2569,HHS Region 3,2 wk ahead,Bin,percent,6.0,6.1,1.9996090678489657e-06
2570,2570,2570,HHS Region 3,2 wk ahead,Bin,percent,6.1,6.2,1.9996090678489657e-06
2571,2571,2571,HHS Region 3,2 wk ahead,Bin,percent,6.2,6.3,1.9996090678489657e-06
2572,2572,2572,HHS Region 3,2 wk ahead,Bin,percent,6.3,6.4,1.9996090678489657e-06
2573,2573,2573,HHS Region 3,2 wk ahead,Bin,percent,6.4,6.5,1.9996090678489657e-06
2574,2574,2574,HHS Region 3,2 wk ahead,Bin,percent,6.5,6.6,1.9996090678489657e-06
2575,2575,2575,HHS Region 3,2 wk ahead,Bin,percent,6.6,6.7,1.9996090678489657e-06
2576,2576,2576,HHS Region 3,2 wk ahead,Bin,percent,6.7,6.8,1.9996090678489657e-06
2577,2577,2577,HHS Region 3,2 wk ahead,Bin,percent,6.8,6.9,1.9996090678489657e-06
2578,2578,2578,HHS Region 3,2 wk ahead,Bin,percent,6.9,7.0,1.9996090678489657e-06
2579,2579,2579,HHS Region 3,2 wk ahead,Bin,percent,7.0,7.1,1.9996090678489657e-06
2580,2580,2580,HHS Region 3,2 wk ahead,Bin,percent,7.1,7.2,1.9996090678489657e-06
