,Unnamed: 0,Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
11131,11131,California,1 wk ahead,Bin,percent,4.2,4.3,9.987016878058522e-06
11132,11132,California,1 wk ahead,Bin,percent,4.3,4.4,9.987016878058522e-06
11133,11133,California,1 wk ahead,Bin,percent,4.4,4.5,9.987016878058522e-06
11134,11134,California,1 wk ahead,Bin,percent,4.5,4.6,9.987016878058522e-06
11135,11135,California,1 wk ahead,Bin,percent,4.6,4.7,9.987016878058522e-06
11136,11136,California,1 wk ahead,Bin,percent,4.7,4.8,9.987016878058522e-06
11137,11137,California,1 wk ahead,Bin,percent,4.8,4.9,9.987016878058522e-06
11138,11138,California,1 wk ahead,Bin,percent,4.9,5.0,9.987016878058522e-06
11139,11139,California,1 wk ahead,Bin,percent,5.0,5.1,9.987016878058522e-06
11140,11140,California,1 wk ahead,Bin,percent,5.1,5.2,9.987016878058522e-06
11141,11141,California,1 wk ahead,Bin,percent,5.2,5.3,9.987016878058522e-06
11142,11142,California,1 wk ahead,Bin,percent,5.3,5.4,9.987016878058522e-06
11143,11143,California,1 wk ahead,Bin,percent,5.4,5.5,9.987016878058522e-06
11144,11144,California,1 wk ahead,Bin,percent,5.5,5.6,9.987016878058522e-06
11145,11145,California,1 wk ahead,Bin,percent,5.6,5.7,9.987016878058522e-06
11146,11146,California,1 wk ahead,Bin,percent,5.7,5.8,9.987016878058522e-06
11147,11147,California,1 wk ahead,Bin,percent,5.8,5.9,9.987016878058522e-06
11148,11148,California,1 wk ahead,Bin,percent,5.9,6.0,9.987016878058522e-06
11149,11149,California,1 wk ahead,Bin,percent,6.0,6.1,9.987016878058522e-06
11150,11150,California,1 wk ahead,Bin,percent,6.1,6.2,9.987016878058522e-06
11151,11151,California,1 wk ahead,Bin,percent,6.2,6.3,9.987016878058522e-06
11152,11152,California,1 wk ahead,Bin,percent,6.3,6.4,9.987016878058522e-06
11153,11153,California,1 wk ahead,Bin,percent,6.4,6.5,9.987016878058522e-06
11154,11154,California,1 wk ahead,Bin,percent,6.5,6.6,9.987016878058522e-06
11155,11155,California,1 wk ahead,Bin,percent,6.6,6.7,9.987016878058522e-06
11156,11156,California,1 wk ahead,Bin,percent,6.7,6.8,9.987016878058522e-06
11157,11157,California,1 wk ahead,Bin,percent,6.8,6.9,9.987016878058522e-06
11158,11158,California,1 wk ahead,Bin,percent,6.9,7.0,9.987016878058522e-06
11159,11159,California,1 wk ahead,Bin,percent,7.0,7.1,9.987016878058522e-06
11160,11160,California,1 wk ahead,Bin,percent,7.1,7.2,9.987016878058522e-06
11161,11161,California,1 wk ahead,Bin,percent,7.2,7.3,9.987016878058522e-06
11162,11162,California,1 wk ahead,Bin,percent,7.3,7.4,9.987016878058522e-06
11163,11163,California,1 wk ahead,Bin,percent,7.4,7.5,9.987016878058522e-06
11164,11164,California,1 wk ahead,Bin,percent,7.5,7.6,9.987016878058522e-06
11165,11165,California,1 wk ahead,Bin,percent,7.6,7.7,9.987016878058522e-06
11166,11166,California,1 wk ahead,Bin,percent,7.7,7.8,9.987016878058522e-06
11167,11167,California,1 wk ahead,Bin,percent,7.8,7.9,9.987016878058522e-06
11168,11168,California,1 wk ahead,Bin,percent,7.9,8.0,9.987016878058522e-06
11169,11169,California,1 wk ahead,Bin,percent,8.0,8.1,9.987016878058522e-06
11170,11170,California,1 wk ahead,Bin,percent,8.1,8.2,9.987016878058522e-06
11171,11171,California,1 wk ahead,Bin,percent,8.2,8.3,9.987016878058522e-06
11172,11172,California,1 wk ahead,Bin,percent,8.3,8.4,9.987016878058522e-06
11173,11173,California,1 wk ahead,Bin,percent,8.4,8.5,9.987016878058522e-06
11174,11174,California,1 wk ahead,Bin,percent,8.5,8.6,9.987016878058522e-06
11175,11175,California,1 wk ahead,Bin,percent,8.6,8.7,9.987016878058522e-06
11176,11176,California,1 wk ahead,Bin,percent,8.7,8.8,9.987016878058522e-06
11177,11177,California,1 wk ahead,Bin,percent,8.8,8.9,9.987016878058522e-06
11178,11178,California,1 wk ahead,Bin,percent,8.9,9.0,9.987016878058522e-06
11179,11179,California,1 wk ahead,Bin,percent,9.0,9.1,9.987016878058522e-06
11180,11180,California,1 wk ahead,Bin,percent,9.1,9.2,9.987016878058522e-06
11181,11181,California,1 wk ahead,Bin,percent,9.2,9.3,9.987016878058522e-06
11182,11182,California,1 wk ahead,Bin,percent,9.3,9.4,9.987016878058522e-06
11183,11183,California,1 wk ahead,Bin,percent,9.4,9.5,9.987016878058522e-06
11184,11184,California,1 wk ahead,Bin,percent,9.5,9.6,9.987016878058522e-06
11185,11185,California,1 wk ahead,Bin,percent,9.6,9.7,9.987016878058522e-06
11186,11186,California,1 wk ahead,Bin,percent,9.7,9.8,9.987016878058522e-06
11187,11187,California,1 wk ahead,Bin,percent,9.8,9.9,9.987016878058522e-06
11188,11188,California,1 wk ahead,Bin,percent,9.9,10.0,9.987016878058522e-06
11189,11189,California,1 wk ahead,Bin,percent,10.0,10.1,9.987016878058522e-06
11190,11190,California,1 wk ahead,Bin,percent,10.1,10.2,9.987016878058522e-06
11191,11191,California,1 wk ahead,Bin,percent,10.2,10.3,9.987016878058522e-06
11192,11192,California,1 wk ahead,Bin,percent,10.3,10.4,9.987016878058522e-06
11193,11193,California,1 wk ahead,Bin,percent,10.4,10.5,9.987016878058522e-06
11194,11194,California,1 wk ahead,Bin,percent,10.5,10.6,9.987016878058522e-06
11195,11195,California,1 wk ahead,Bin,percent,10.6,10.7,9.987016878058522e-06
11196,11196,California,1 wk ahead,Bin,percent,10.7,10.8,9.987016878058522e-06
11197,11197,California,1 wk ahead,Bin,percent,10.8,10.9,9.987016878058522e-06
11198,11198,California,1 wk ahead,Bin,percent,10.9,11.0,9.987016878058522e-06
11199,11199,California,1 wk ahead,Bin,percent,11.0,11.1,9.987016878058522e-06
11200,11200,California,1 wk ahead,Bin,percent,11.1,11.2,9.987016878058522e-06
11201,11201,California,1 wk ahead,Bin,percent,11.2,11.3,9.987016878058522e-06
11202,11202,California,1 wk ahead,Bin,percent,11.3,11.4,9.987016878058522e-06
11203,11203,California,1 wk ahead,Bin,percent,11.4,11.5,9.987016878058522e-06
11204,11204,California,1 wk ahead,Bin,percent,11.5,11.6,9.987016878058522e-06
11205,11205,California,1 wk ahead,Bin,percent,11.6,11.7,9.987016878058522e-06
11206,11206,California,1 wk ahead,Bin,percent,11.7,11.8,9.987016878058522e-06
11207,11207,California,1 wk ahead,Bin,percent,11.8,11.9,9.987016878058522e-06
11208,11208,California,1 wk ahead,Bin,percent,11.9,12.0,9.987016878058522e-06
11209,11209,California,1 wk ahead,Bin,percent,12.0,12.1,9.987016878058522e-06
11210,11210,California,1 wk ahead,Bin,percent,12.1,12.2,9.987016878058522e-06
11211,11211,California,1 wk ahead,Bin,percent,12.2,12.3,9.987016878058522e-06
11212,11212,California,1 wk ahead,Bin,percent,12.3,12.4,9.987016878058522e-06
11213,11213,California,1 wk ahead,Bin,percent,12.4,12.5,9.987016878058522e-06
11214,11214,California,1 wk ahead,Bin,percent,12.5,12.6,9.987016878058522e-06
11215,11215,California,1 wk ahead,Bin,percent,12.6,12.7,9.987016878058522e-06
11216,11216,California,1 wk ahead,Bin,percent,12.7,12.8,9.987016878058522e-06
11217,11217,California,1 wk ahead,Bin,percent,12.8,12.9,9.987016878058522e-06
11218,11218,California,1 wk ahead,Bin,percent,12.9,13.0,9.987016878058522e-06
11219,11219,California,1 wk ahead,Bin,percent,13.0,100,9.987016878058522e-06
11220,11220,California,2 wk ahead,Point,percent,,,1.5673818723117787
11221,11221,California,2 wk ahead,Bin,percent,0.0,0.1,9.987016878058524e-06
11222,11222,California,2 wk ahead,Bin,percent,0.1,0.2,9.987016878058524e-06
11223,11223,California,2 wk ahead,Bin,percent,0.2,0.3,9.987016878058524e-06
11224,11224,California,2 wk ahead,Bin,percent,0.3,0.4,9.987016878058524e-06
11225,11225,California,2 wk ahead,Bin,percent,0.4,0.5,9.987016878058524e-06
11226,11226,California,2 wk ahead,Bin,percent,0.5,0.6,9.987016878058524e-06
11227,11227,California,2 wk ahead,Bin,percent,0.6,0.7,9.987016878058524e-06
11228,11228,California,2 wk ahead,Bin,percent,0.7,0.8,9.987016878058524e-06
11229,11229,California,2 wk ahead,Bin,percent,0.8,0.9,9.987016878058524e-06
11230,11230,California,2 wk ahead,Bin,percent,0.9,1.0,9.987016878058524e-06
11231,11231,California,2 wk ahead,Bin,percent,1.0,1.1,9.987016878058524e-06
11232,11232,California,2 wk ahead,Bin,percent,1.1,1.2,9.987016878058524e-06
11233,11233,California,2 wk ahead,Bin,percent,1.2,1.3,0.0010086787176670326
11234,11234,California,2 wk ahead,Bin,percent,1.3,1.4,0.004004753820033955
11235,11235,California,2 wk ahead,Bin,percent,1.4,1.5,0.016987745930290614
11236,11236,California,2 wk ahead,Bin,percent,1.5,1.6,0.048945880355537805
11237,11237,California,2 wk ahead,Bin,percent,1.6,1.7,0.11585822430839908
11238,11238,California,2 wk ahead,Bin,percent,1.7,1.8,0.1298399081194447
11239,11239,California,2 wk ahead,Bin,percent,1.8,1.9,0.20174571057625093
11240,11240,California,2 wk ahead,Bin,percent,1.9,2.0,0.16679150104863674
11241,11241,California,2 wk ahead,Bin,percent,2.0,2.1,0.12784252471786675
11242,11242,California,2 wk ahead,Bin,percent,2.1,2.2,0.08989224008788575
11243,11243,California,2 wk ahead,Bin,percent,2.2,2.3,0.04794718865474882
11244,11244,California,2 wk ahead,Bin,percent,2.3,2.4,0.021981204434235492
11245,11245,California,2 wk ahead,Bin,percent,2.4,2.5,0.011994287426345748
11246,11246,California,2 wk ahead,Bin,percent,2.5,2.6,0.008998212323978827
11247,11247,California,2 wk ahead,Bin,percent,2.6,2.7,0.0010086787176670326
11248,11248,California,2 wk ahead,Bin,percent,2.7,2.8,0.0010086787176670326
11249,11249,California,2 wk ahead,Bin,percent,2.8,2.9,0.002007370418456007
11250,11250,California,2 wk ahead,Bin,percent,2.9,3.0,0.0010086787176670326
11251,11251,California,2 wk ahead,Bin,percent,3.0,3.1,9.987016878058524e-06
11252,11252,California,2 wk ahead,Bin,percent,3.1,3.2,9.987016878058524e-06
11253,11253,California,2 wk ahead,Bin,percent,3.2,3.3,9.987016878058524e-06
11254,11254,California,2 wk ahead,Bin,percent,3.3,3.4,9.987016878058524e-06
11255,11255,California,2 wk ahead,Bin,percent,3.4,3.5,9.987016878058524e-06
11256,11256,California,2 wk ahead,Bin,percent,3.5,3.6,9.987016878058524e-06
11257,11257,California,2 wk ahead,Bin,percent,3.6,3.7,9.987016878058524e-06
11258,11258,California,2 wk ahead,Bin,percent,3.7,3.8,9.987016878058524e-06
11259,11259,California,2 wk ahead,Bin,percent,3.8,3.9,9.987016878058524e-06
11260,11260,California,2 wk ahead,Bin,percent,3.9,4.0,9.987016878058524e-06
11261,11261,California,2 wk ahead,Bin,percent,4.0,4.1,9.987016878058524e-06
11262,11262,California,2 wk ahead,Bin,percent,4.1,4.2,9.987016878058524e-06
11263,11263,California,2 wk ahead,Bin,percent,4.2,4.3,9.987016878058524e-06
11264,11264,California,2 wk ahead,Bin,percent,4.3,4.4,9.987016878058524e-06
11265,11265,California,2 wk ahead,Bin,percent,4.4,4.5,9.987016878058524e-06
11266,11266,California,2 wk ahead,Bin,percent,4.5,4.6,9.987016878058524e-06
11267,11267,California,2 wk ahead,Bin,percent,4.6,4.7,9.987016878058524e-06
11268,11268,California,2 wk ahead,Bin,percent,4.7,4.8,9.987016878058524e-06
11269,11269,California,2 wk ahead,Bin,percent,4.8,4.9,9.987016878058524e-06
11270,11270,California,2 wk ahead,Bin,percent,4.9,5.0,9.987016878058524e-06
11271,11271,California,2 wk ahead,Bin,percent,5.0,5.1,9.987016878058524e-06
11272,11272,California,2 wk ahead,Bin,percent,5.1,5.2,9.987016878058524e-06
11273,11273,California,2 wk ahead,Bin,percent,5.2,5.3,9.987016878058524e-06
11274,11274,California,2 wk ahead,Bin,percent,5.3,5.4,9.987016878058524e-06
11275,11275,California,2 wk ahead,Bin,percent,5.4,5.5,9.987016878058524e-06
11276,11276,California,2 wk ahead,Bin,percent,5.5,5.6,9.987016878058524e-06
11277,11277,California,2 wk ahead,Bin,percent,5.6,5.7,9.987016878058524e-06
11278,11278,California,2 wk ahead,Bin,percent,5.7,5.8,9.987016878058524e-06
11279,11279,California,2 wk ahead,Bin,percent,5.8,5.9,9.987016878058524e-06
11280,11280,California,2 wk ahead,Bin,percent,5.9,6.0,9.987016878058524e-06
11281,11281,California,2 wk ahead,Bin,percent,6.0,6.1,9.987016878058524e-06
11282,11282,California,2 wk ahead,Bin,percent,6.1,6.2,9.987016878058524e-06
11283,11283,California,2 wk ahead,Bin,percent,6.2,6.3,9.987016878058524e-06
11284,11284,California,2 wk ahead,Bin,percent,6.3,6.4,9.987016878058524e-06
11285,11285,California,2 wk ahead,Bin,percent,6.4,6.5,9.987016878058524e-06
11286,11286,California,2 wk ahead,Bin,percent,6.5,6.6,9.987016878058524e-06
11287,11287,California,2 wk ahead,Bin,percent,6.6,6.7,9.987016878058524e-06
11288,11288,California,2 wk ahead,Bin,percent,6.7,6.8,9.987016878058524e-06
11289,11289,California,2 wk ahead,Bin,percent,6.8,6.9,9.987016878058524e-06
11290,11290,California,2 wk ahead,Bin,percent,6.9,7.0,9.987016878058524e-06
11291,11291,California,2 wk ahead,Bin,percent,7.0,7.1,9.987016878058524e-06
11292,11292,California,2 wk ahead,Bin,percent,7.1,7.2,9.987016878058524e-06
11293,11293,California,2 wk ahead,Bin,percent,7.2,7.3,9.987016878058524e-06
11294,11294,California,2 wk ahead,Bin,percent,7.3,7.4,9.987016878058524e-06
11295,11295,California,2 wk ahead,Bin,percent,7.4,7.5,9.987016878058524e-06
11296,11296,California,2 wk ahead,Bin,percent,7.5,7.6,9.987016878058524e-06
11297,11297,California,2 wk ahead,Bin,percent,7.6,7.7,9.987016878058524e-06
11298,11298,California,2 wk ahead,Bin,percent,7.7,7.8,9.987016878058524e-06
11299,11299,California,2 wk ahead,Bin,percent,7.8,7.9,9.987016878058524e-06
11300,11300,California,2 wk ahead,Bin,percent,7.9,8.0,9.987016878058524e-06
11301,11301,California,2 wk ahead,Bin,percent,8.0,8.1,9.987016878058524e-06
11302,11302,California,2 wk ahead,Bin,percent,8.1,8.2,9.987016878058524e-06
11303,11303,California,2 wk ahead,Bin,percent,8.2,8.3,9.987016878058524e-06
11304,11304,California,2 wk ahead,Bin,percent,8.3,8.4,9.987016878058524e-06
11305,11305,California,2 wk ahead,Bin,percent,8.4,8.5,9.987016878058524e-06
11306,11306,California,2 wk ahead,Bin,percent,8.5,8.6,9.987016878058524e-06
11307,11307,California,2 wk ahead,Bin,percent,8.6,8.7,9.987016878058524e-06
11308,11308,California,2 wk ahead,Bin,percent,8.7,8.8,9.987016878058524e-06
11309,11309,California,2 wk ahead,Bin,percent,8.8,8.9,9.987016878058524e-06
11310,11310,California,2 wk ahead,Bin,percent,8.9,9.0,9.987016878058524e-06
11311,11311,California,2 wk ahead,Bin,percent,9.0,9.1,9.987016878058524e-06
11312,11312,California,2 wk ahead,Bin,percent,9.1,9.2,9.987016878058524e-06
11313,11313,California,2 wk ahead,Bin,percent,9.2,9.3,9.987016878058524e-06
11314,11314,California,2 wk ahead,Bin,percent,9.3,9.4,9.987016878058524e-06
11315,11315,California,2 wk ahead,Bin,percent,9.4,9.5,9.987016878058524e-06
11316,11316,California,2 wk ahead,Bin,percent,9.5,9.6,9.987016878058524e-06
11317,11317,California,2 wk ahead,Bin,percent,9.6,9.7,9.987016878058524e-06
11318,11318,California,2 wk ahead,Bin,percent,9.7,9.8,9.987016878058524e-06
11319,11319,California,2 wk ahead,Bin,percent,9.8,9.9,9.987016878058524e-06
11320,11320,California,2 wk ahead,Bin,percent,9.9,10.0,9.987016878058524e-06
11321,11321,California,2 wk ahead,Bin,percent,10.0,10.1,9.987016878058524e-06
11322,11322,California,2 wk ahead,Bin,percent,10.1,10.2,9.987016878058524e-06
11323,11323,California,2 wk ahead,Bin,percent,10.2,10.3,9.987016878058524e-06
11324,11324,California,2 wk ahead,Bin,percent,10.3,10.4,9.987016878058524e-06
11325,11325,California,2 wk ahead,Bin,percent,10.4,10.5,9.987016878058524e-06
11326,11326,California,2 wk ahead,Bin,percent,10.5,10.6,9.987016878058524e-06
11327,11327,California,2 wk ahead,Bin,percent,10.6,10.7,9.987016878058524e-06
11328,11328,California,2 wk ahead,Bin,percent,10.7,10.8,9.987016878058524e-06
11329,11329,California,2 wk ahead,Bin,percent,10.8,10.9,9.987016878058524e-06
11330,11330,California,2 wk ahead,Bin,percent,10.9,11.0,9.987016878058524e-06
11331,11331,California,2 wk ahead,Bin,percent,11.0,11.1,9.987016878058524e-06
11332,11332,California,2 wk ahead,Bin,percent,11.1,11.2,9.987016878058524e-06
11333,11333,California,2 wk ahead,Bin,percent,11.2,11.3,9.987016878058524e-06
11334,11334,California,2 wk ahead,Bin,percent,11.3,11.4,9.987016878058524e-06
11335,11335,California,2 wk ahead,Bin,percent,11.4,11.5,9.987016878058524e-06
11336,11336,California,2 wk ahead,Bin,percent,11.5,11.6,9.987016878058524e-06
11337,11337,California,2 wk ahead,Bin,percent,11.6,11.7,9.987016878058524e-06
11338,11338,California,2 wk ahead,Bin,percent,11.7,11.8,9.987016878058524e-06
11339,11339,California,2 wk ahead,Bin,percent,11.8,11.9,9.987016878058524e-06
11340,11340,California,2 wk ahead,Bin,percent,11.9,12.0,9.987016878058524e-06
11341,11341,California,2 wk ahead,Bin,percent,12.0,12.1,9.987016878058524e-06
11342,11342,California,2 wk ahead,Bin,percent,12.1,12.2,9.987016878058524e-06
11343,11343,California,2 wk ahead,Bin,percent,12.2,12.3,9.987016878058524e-06
11344,11344,California,2 wk ahead,Bin,percent,12.3,12.4,9.987016878058524e-06
11345,11345,California,2 wk ahead,Bin,percent,12.4,12.5,9.987016878058524e-06
11346,11346,California,2 wk ahead,Bin,percent,12.5,12.6,9.987016878058524e-06
11347,11347,California,2 wk ahead,Bin,percent,12.6,12.7,9.987016878058524e-06
11348,11348,California,2 wk ahead,Bin,percent,12.7,12.8,9.987016878058524e-06
11349,11349,California,2 wk ahead,Bin,percent,12.8,12.9,9.987016878058524e-06
11350,11350,California,2 wk ahead,Bin,percent,12.9,13.0,9.987016878058524e-06
11351,11351,California,2 wk ahead,Bin,percent,13.0,100,9.987016878058524e-06
11352,11352,California,3 wk ahead,Point,percent,,,1.7436528148634234
11353,11353,California,3 wk ahead,Bin,percent,0.0,0.1,9.987016878058522e-06
11354,11354,California,3 wk ahead,Bin,percent,0.1,0.2,9.987016878058522e-06
11355,11355,California,3 wk ahead,Bin,percent,0.2,0.3,9.987016878058522e-06
11356,11356,California,3 wk ahead,Bin,percent,0.3,0.4,9.987016878058522e-06
11357,11357,California,3 wk ahead,Bin,percent,0.4,0.5,9.987016878058522e-06
11358,11358,California,3 wk ahead,Bin,percent,0.5,0.6,9.987016878058522e-06
11359,11359,California,3 wk ahead,Bin,percent,0.6,0.7,9.987016878058522e-06
11360,11360,California,3 wk ahead,Bin,percent,0.7,0.8,9.987016878058522e-06
11361,11361,California,3 wk ahead,Bin,percent,0.8,0.9,9.987016878058522e-06
11362,11362,California,3 wk ahead,Bin,percent,0.9,1.0,9.987016878058522e-06
11363,11363,California,3 wk ahead,Bin,percent,1.0,1.1,0.0010086787176670326
11364,11364,California,3 wk ahead,Bin,percent,1.1,1.2,0.0010086787176670326
11365,11365,California,3 wk ahead,Bin,percent,1.2,1.3,0.011994287426345748
11366,11366,California,3 wk ahead,Bin,percent,1.3,1.4,0.039957655048437034
11367,11367,California,3 wk ahead,Bin,percent,1.4,1.5,0.07291448117447315
11368,11368,California,3 wk ahead,Bin,percent,1.5,1.6,0.12185037451313292
11369,11369,California,3 wk ahead,Bin,percent,1.6,1.7,0.1488150504344352
11370,11370,California,3 wk ahead,Bin,percent,1.7,1.8,0.14581897533206825
11371,11371,California,3 wk ahead,Bin,percent,1.8,1.9,0.14681766703285726
11372,11372,California,3 wk ahead,Bin,percent,1.9,2.0,0.09588439029261957
11373,11373,California,3 wk ahead,Bin,percent,2.0,2.1,0.08489878158394086
11374,11374,California,3 wk ahead,Bin,percent,2.1,2.2,0.05294064715869369
11375,11375,California,3 wk ahead,Bin,percent,2.2,2.3,0.030969429741336256
11376,11376,California,3 wk ahead,Bin,percent,2.3,2.4,0.021981204434235492
11377,11377,California,3 wk ahead,Bin,percent,2.4,2.5,0.008998212323978827
11378,11378,California,3 wk ahead,Bin,percent,2.5,2.6,0.004004753820033955
11379,11379,California,3 wk ahead,Bin,percent,2.6,2.7,0.005003445520822929
11380,11380,California,3 wk ahead,Bin,percent,2.7,2.8,0.0010086787176670326
11381,11381,California,3 wk ahead,Bin,percent,2.8,2.9,0.002007370418456007
11382,11382,California,3 wk ahead,Bin,percent,2.9,3.0,0.0010086787176670326
11383,11383,California,3 wk ahead,Bin,percent,3.0,3.1,9.987016878058522e-06
11384,11384,California,3 wk ahead,Bin,percent,3.1,3.2,9.987016878058522e-06
11385,11385,California,3 wk ahead,Bin,percent,3.2,3.3,9.987016878058522e-06
11386,11386,California,3 wk ahead,Bin,percent,3.3,3.4,9.987016878058522e-06
11387,11387,California,3 wk ahead,Bin,percent,3.4,3.5,9.987016878058522e-06
11388,11388,California,3 wk ahead,Bin,percent,3.5,3.6,9.987016878058522e-06
11389,11389,California,3 wk ahead,Bin,percent,3.6,3.7,9.987016878058522e-06
11390,11390,California,3 wk ahead,Bin,percent,3.7,3.8,9.987016878058522e-06
11391,11391,California,3 wk ahead,Bin,percent,3.8,3.9,9.987016878058522e-06
11392,11392,California,3 wk ahead,Bin,percent,3.9,4.0,9.987016878058522e-06
11393,11393,California,3 wk ahead,Bin,percent,4.0,4.1,9.987016878058522e-06
11394,11394,California,3 wk ahead,Bin,percent,4.1,4.2,9.987016878058522e-06
11395,11395,California,3 wk ahead,Bin,percent,4.2,4.3,9.987016878058522e-06
11396,11396,California,3 wk ahead,Bin,percent,4.3,4.4,9.987016878058522e-06
11397,11397,California,3 wk ahead,Bin,percent,4.4,4.5,9.987016878058522e-06
11398,11398,California,3 wk ahead,Bin,percent,4.5,4.6,9.987016878058522e-06
11399,11399,California,3 wk ahead,Bin,percent,4.6,4.7,9.987016878058522e-06
11400,11400,California,3 wk ahead,Bin,percent,4.7,4.8,9.987016878058522e-06
11401,11401,California,3 wk ahead,Bin,percent,4.8,4.9,9.987016878058522e-06
11402,11402,California,3 wk ahead,Bin,percent,4.9,5.0,9.987016878058522e-06
11403,11403,California,3 wk ahead,Bin,percent,5.0,5.1,9.987016878058522e-06
11404,11404,California,3 wk ahead,Bin,percent,5.1,5.2,9.987016878058522e-06
11405,11405,California,3 wk ahead,Bin,percent,5.2,5.3,9.987016878058522e-06
11406,11406,California,3 wk ahead,Bin,percent,5.3,5.4,9.987016878058522e-06
11407,11407,California,3 wk ahead,Bin,percent,5.4,5.5,9.987016878058522e-06
11408,11408,California,3 wk ahead,Bin,percent,5.5,5.6,9.987016878058522e-06
11409,11409,California,3 wk ahead,Bin,percent,5.6,5.7,9.987016878058522e-06
11410,11410,California,3 wk ahead,Bin,percent,5.7,5.8,9.987016878058522e-06
11411,11411,California,3 wk ahead,Bin,percent,5.8,5.9,9.987016878058522e-06
11412,11412,California,3 wk ahead,Bin,percent,5.9,6.0,9.987016878058522e-06
11413,11413,California,3 wk ahead,Bin,percent,6.0,6.1,9.987016878058522e-06
11414,11414,California,3 wk ahead,Bin,percent,6.1,6.2,9.987016878058522e-06
11415,11415,California,3 wk ahead,Bin,percent,6.2,6.3,9.987016878058522e-06
11416,11416,California,3 wk ahead,Bin,percent,6.3,6.4,9.987016878058522e-06
11417,11417,California,3 wk ahead,Bin,percent,6.4,6.5,9.987016878058522e-06
11418,11418,California,3 wk ahead,Bin,percent,6.5,6.6,9.987016878058522e-06
11419,11419,California,3 wk ahead,Bin,percent,6.6,6.7,9.987016878058522e-06
11420,11420,California,3 wk ahead,Bin,percent,6.7,6.8,9.987016878058522e-06
11421,11421,California,3 wk ahead,Bin,percent,6.8,6.9,9.987016878058522e-06
11422,11422,California,3 wk ahead,Bin,percent,6.9,7.0,9.987016878058522e-06
11423,11423,California,3 wk ahead,Bin,percent,7.0,7.1,9.987016878058522e-06
11424,11424,California,3 wk ahead,Bin,percent,7.1,7.2,9.987016878058522e-06
11425,11425,California,3 wk ahead,Bin,percent,7.2,7.3,9.987016878058522e-06
11426,11426,California,3 wk ahead,Bin,percent,7.3,7.4,9.987016878058522e-06
11427,11427,California,3 wk ahead,Bin,percent,7.4,7.5,9.987016878058522e-06
11428,11428,California,3 wk ahead,Bin,percent,7.5,7.6,9.987016878058522e-06
11429,11429,California,3 wk ahead,Bin,percent,7.6,7.7,9.987016878058522e-06
11430,11430,California,3 wk ahead,Bin,percent,7.7,7.8,9.987016878058522e-06
11431,11431,California,3 wk ahead,Bin,percent,7.8,7.9,9.987016878058522e-06
11432,11432,California,3 wk ahead,Bin,percent,7.9,8.0,9.987016878058522e-06
11433,11433,California,3 wk ahead,Bin,percent,8.0,8.1,9.987016878058522e-06
11434,11434,California,3 wk ahead,Bin,percent,8.1,8.2,9.987016878058522e-06
11435,11435,California,3 wk ahead,Bin,percent,8.2,8.3,9.987016878058522e-06
11436,11436,California,3 wk ahead,Bin,percent,8.3,8.4,9.987016878058522e-06
11437,11437,California,3 wk ahead,Bin,percent,8.4,8.5,9.987016878058522e-06
11438,11438,California,3 wk ahead,Bin,percent,8.5,8.6,9.987016878058522e-06
11439,11439,California,3 wk ahead,Bin,percent,8.6,8.7,9.987016878058522e-06
11440,11440,California,3 wk ahead,Bin,percent,8.7,8.8,9.987016878058522e-06
11441,11441,California,3 wk ahead,Bin,percent,8.8,8.9,9.987016878058522e-06
11442,11442,California,3 wk ahead,Bin,percent,8.9,9.0,9.987016878058522e-06
11443,11443,California,3 wk ahead,Bin,percent,9.0,9.1,9.987016878058522e-06
11444,11444,California,3 wk ahead,Bin,percent,9.1,9.2,9.987016878058522e-06
11445,11445,California,3 wk ahead,Bin,percent,9.2,9.3,9.987016878058522e-06
11446,11446,California,3 wk ahead,Bin,percent,9.3,9.4,9.987016878058522e-06
11447,11447,California,3 wk ahead,Bin,percent,9.4,9.5,9.987016878058522e-06
11448,11448,California,3 wk ahead,Bin,percent,9.5,9.6,9.987016878058522e-06
11449,11449,California,3 wk ahead,Bin,percent,9.6,9.7,9.987016878058522e-06
11450,11450,California,3 wk ahead,Bin,percent,9.7,9.8,9.987016878058522e-06
11451,11451,California,3 wk ahead,Bin,percent,9.8,9.9,9.987016878058522e-06
11452,11452,California,3 wk ahead,Bin,percent,9.9,10.0,9.987016878058522e-06
11453,11453,California,3 wk ahead,Bin,percent,10.0,10.1,9.987016878058522e-06
11454,11454,California,3 wk ahead,Bin,percent,10.1,10.2,9.987016878058522e-06
11455,11455,California,3 wk ahead,Bin,percent,10.2,10.3,9.987016878058522e-06
11456,11456,California,3 wk ahead,Bin,percent,10.3,10.4,9.987016878058522e-06
11457,11457,California,3 wk ahead,Bin,percent,10.4,10.5,9.987016878058522e-06
11458,11458,California,3 wk ahead,Bin,percent,10.5,10.6,9.987016878058522e-06
11459,11459,California,3 wk ahead,Bin,percent,10.6,10.7,9.987016878058522e-06
11460,11460,California,3 wk ahead,Bin,percent,10.7,10.8,9.987016878058522e-06
11461,11461,California,3 wk ahead,Bin,percent,10.8,10.9,9.987016878058522e-06
11462,11462,California,3 wk ahead,Bin,percent,10.9,11.0,9.987016878058522e-06
11463,11463,California,3 wk ahead,Bin,percent,11.0,11.1,9.987016878058522e-06
11464,11464,California,3 wk ahead,Bin,percent,11.1,11.2,9.987016878058522e-06
